manufacturer,name,chip,released,bus,memory,clock,memory_clock,shaders,tmus,rops
Intel,GMA 600,Lincroft,2010-05-04,PCIe 1.0 x16,System Shared,400 MHz,System Shared,32,4,1
Intel,HD Graphics,Ironlake,2010-01-10,PCIe 1.0 x16,System Shared,166 MHz,System Shared,96,16,2
Intel,HD Graphics,Ironlake,2010-01-10,PCIe 1.0 x16,System Shared,166 MHz,System Shared,96,12,2
Intel,HD Graphics,Sandy Bridge GT1,2011-05-01,PCIe 1.0 x16,System Shared,650 MHz,System Shared,48,6,1
Intel,HD Graphics 2000,Sandy Bridge GT1,2011-02-01,PCIe 1.0 x16,System Shared,850 MHz,System Shared,48,6,1
Intel,HD Graphics 2000,Sandy Bridge GT1,2011-01-05,PCIe 1.0 x16,System Shared,850 MHz,System Shared,48,6,1
Intel,HD Graphics 3000,Sandy Bridge GT2+,2011-02-01,PCIe 1.0 x16,System Shared,650 MHz,System Shared,96,12,2
Intel,HD Graphics 3000,Sandy Bridge GT2+,2011-02-01,PCIe 1.0 x16,System Shared,850 MHz,System Shared,96,12,2
Intel,HD Graphics 3000,Sandy Bridge GT2,2011-02-01,PCIe 1.0 x16,System Shared,650 MHz,System Shared,96,12,2
Intel,HD Graphics 3000,Sandy Bridge GT2,2011-02-01,PCIe 1.0 x16,System Shared,850 MHz,System Shared,96,12,2
Intel,HD Graphics P3000,Sandy Bridge GT2,2011-02-01,PCIe 1.0 x16,System Shared,850 MHz,System Shared,96,12,2
Intel,HD Graphics,Ivy Bridge GT1,2012-10-01,PCIe 1.0 x16,System Shared,350 MHz,System Shared,48,6,1
Intel,HD Graphics,Ivy Bridge GT1,2012-10-01,PCIe 1.0 x16,System Shared,350 MHz,System Shared,48,6,1
Intel,HD Graphics 2500,Ivy Bridge GT1,2012-04-01,PCIe 1.0 x16,System Shared,650 MHz,System Shared,48,6,1
Intel,HD Graphics 4000,Ivy Bridge GT2,2012-05-14,PCIe 1.0 x16,System Shared,650 MHz,System Shared,128,16,2
Intel,HD Graphics 4000,Ivy Bridge GT2,2012-05-14,PCIe 1.0 x16,System Shared,650 MHz,System Shared,128,16,2
Intel,HD Graphics P4000,Ivy Bridge GT2,2012-05-14,PCIe 1.0 x16,System Shared,650 MHz,System Shared,128,16,1
Intel,Xeon Phi 3120A,Knights Corner,2012-11-12,PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",1100 MHz,1250 MHz,228,57,57
Intel,Xeon Phi 5110P,Knights Corner,2012-11-12,PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1053 MHz,1250 MHz,240,60,60
Intel,Xeon Phi SE10X,Knights Corner,2012-11-12,PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1100 MHz,1375 MHz,244,61,61
Intel,HD Graphics,Haswell GT1,2013-04-29,PCIe 1.0 x16,System Shared,400 MHz,System Shared,80,10,1
Intel,HD Graphics,Bay Trail GT1,2013-09-02,PCIe 1.0 x16,System Shared,313 MHz,System Shared,32,4,1
Intel,HD Graphics,Haswell GT2,2013-09-02,PCIe 1.0 x16,System Shared,200 MHz,System Shared,160,20,2
Intel,HD Graphics,Haswell GT1,2013-04-29,PCIe 1.0 x16,System Shared,350 MHz,System Shared,80,10,1
Intel,HD Graphics,Haswell GT1,2013-04-29,PCIe 1.0 x16,System Shared,200 MHz,System Shared,80,10,1
Intel,HD Graphics,Haswell GT1,2013-04-29,PCIe 1.0 x16,System Shared,200 MHz,System Shared,80,10,1
Intel,HD Graphics 4200,Haswell GT2,2013-06-03,PCIe 1.0 x16,System Shared,200 MHz,System Shared,160,20,2
Intel,HD Graphics 4400,Haswell GT2,2013-09-03,PCIe 1.0 x16,System Shared,200 MHz,System Shared,160,20,2
Intel,HD Graphics 4400,Haswell GT2,2013-09-03,PCIe 1.0 x16,System Shared,350 MHz,System Shared,160,20,2
Intel,HD Graphics 4600,Haswell GT2,2013-06-03,PCIe 1.0 x16,System Shared,400 MHz,System Shared,160,20,2
Intel,HD Graphics 4600,Haswell GT2,2013-05-27,PCIe 1.0 x16,System Shared,200 MHz,System Shared,160,20,2
Intel,HD Graphics 5000,Haswell GT3,2013-05-27,PCIe 1.0 x16,System Shared,200 MHz,System Shared,320,40,4
Intel,HD Graphics P4600,Haswell GT2,2013-06-01,IGP,System Shared,350 MHz,System Shared,160,20,2
Intel,HD Graphics P4700,Haswell GT2,2013-06-01,IGP,System Shared,350 MHz,System Shared,160,20,2
Intel,Iris Graphics 5100,Haswell GT3,2013-05-27,PCIe 1.0 x16,System Shared,200 MHz,System Shared,320,40,4
Intel,Iris Pro Graphics 5200,Haswell GT3e,2013-06-03,PCIe 1.0 x16,System Shared,200 MHz,System Shared,320,40,4
Intel,Iris Pro Graphics 5200,Haswell GT3e,2013-05-27,PCIe 1.0 x16,System Shared,200 MHz,System Shared,320,40,4
Intel,Xeon Phi 5120D,Knights Corner,2013-06-17,PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1053 MHz,1250 MHz,240,60,60
Intel,Xeon Phi 7120P,Knights Corner,2013-06-17,PCIe 3.0 x16,"16 GB, GDDR5, 512 bit",1238 MHz,1375 MHz,244,61,61
Intel,Xeon Phi 7120X,Knights Corner,2013-06-17,PCIe 3.0 x16,"16 GB, GDDR5, 512 bit",1238 MHz,1375 MHz,244,61,61
Intel,HD Graphics 5300,Broadwell GT2,2014-09-05,PCIe 2.0 x1,System Shared,100 MHz,System Shared,192,24,3
Intel,HD Graphics 5500,Broadwell GT2,2014-09-05,PCIe 2.0 x1,System Shared,100 MHz,System Shared,192,24,3
Intel,HD Graphics 5600,Broadwell GT2,2014-09-05,PCIe 2.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,HD Graphics 6000,Broadwell GT3,2014-09-05,PCIe 2.0 x1,System Shared,300 MHz,System Shared,384,48,6
Intel,HD Graphics P5700,Broadwell GT2,2014-09-05,IGP,System Shared,700 MHz,System Shared,192,24,3
Intel,Iris Graphics 6100,Broadwell GT3,2014-09-05,PCIe 2.0 x1,System Shared,300 MHz,System Shared,384,48,6
Intel,Iris Pro Graphics 6200,Broadwell GT3e,2014-09-05,PCIe 2.0 x1,System Shared,100 MHz,System Shared,384,48,6
Intel,Iris Pro Graphics 6200,Broadwell GT3e,2014-09-05,PCIe 2.0 x1,System Shared,300 MHz,System Shared,384,48,6
Intel,Iris Pro Graphics P6300,Broadwell GT3e,2014-09-05,IGP,System Shared,300 MHz,System Shared,384,48,6
Intel,HD Graphics,Broadwell GT1,2015-01-05,PCIe 3.0 x1,System Shared,300 MHz,System Shared,96,12,2
Intel,HD Graphics,Braswell GT1,2015-04-01,PCIe 3.0 x1,System Shared,320 MHz,System Shared,96,12,2
Intel,HD Graphics 400,Braswell GT1,2015-04-01,PCIe 3.0 x1,System Shared,320 MHz,System Shared,96,12,2
Intel,HD Graphics 400,Braswell GT1,2015-04-01,PCIe 3.0 x1,System Shared,320 MHz,System Shared,96,12,2
Intel,HD Graphics 405,Braswell GT1,2015-04-01,PCIe 3.0 x1,System Shared,400 MHz,System Shared,144,18,3
Intel,HD Graphics 405,Braswell GT1,2015-04-01,PCIe 3.0 x1,System Shared,400 MHz,System Shared,128,16,2
Intel,HD Graphics 500,Apollo Lake GT1,2015-09-01,PCIe 3.0 x1,System Shared,200 MHz,System Shared,96,12,2
Intel,HD Graphics 500,Apollo Lake GT1,2015-09-01,PCIe 3.0 x1,System Shared,250 MHz,System Shared,96,12,2
Intel,HD Graphics 505,Apollo Lake GT1.5,2015-09-01,PCIe 3.0 x1,System Shared,200 MHz,System Shared,144,18,3
Intel,HD Graphics 505,Apollo Lake GT1.5,2015-09-01,PCIe 3.0 x1,System Shared,250 MHz,System Shared,144,18,3
Intel,HD Graphics 510,Skylake GT1,2015-09-01,PCIe 3.0 x1,System Shared,350 MHz,System Shared,96,12,2
Intel,HD Graphics 510,Skylake GT1,2015-09-01,PCIe 3.0 x1,System Shared,300 MHz,System Shared,96,12,3
Intel,HD Graphics 515,Skylake GT2,2015-09-01,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,HD Graphics 520,Skylake GT2,2015-09-01,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,HD Graphics 520,Skylake GT2,2015-09-01,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,HD Graphics 530,Skylake GT2,2015-09-01,PCIe 3.0 x1,System Shared,350 MHz,System Shared,192,24,3
Intel,HD Graphics 530,Skylake GT2,2015-09-01,PCIe 3.0 x1,System Shared,350 MHz,System Shared,192,24,3
Intel,HD Graphics P530,Skylake GT2,2015-09-01,PCIe 3.0 x1,System Shared,350 MHz,System Shared,192,16,3
Intel,Iris Graphics 540,Skylake GT3e,2015-09-01,PCIe 3.0 x1,System Shared,300 MHz,System Shared,384,48,6
Intel,Iris Graphics 550,Skylake GT3e,2015-09-01,PCIe 3.0 x1,System Shared,300 MHz,System Shared,384,48,6
Intel,Iris Pro Graphics 580,Skylake GT4e,2015-09-01,PCIe 3.0 x1,System Shared,350 MHz,System Shared,576,72,9
Intel,Iris Pro Graphics P555,Skylake GT3e,2015-09-01,PCIe 3.0 x1,System Shared,350 MHz,System Shared,384,48,6
Intel,Iris Pro Graphics P580,Skylake GT4e,2015-09-01,PCIe 3.0 x1,System Shared,350 MHz,System Shared,576,72,9
Intel,HD Graphics 500,Apollo Lake GT1,2016-09-01,PCIe 3.0 x1,System Shared,200 MHz,System Shared,96,12,2
Intel,HD Graphics 610,Kaby Lake GT1,2016-08-30,PCIe 3.0 x1,System Shared,200 MHz,System Shared,96,12,2
Intel,HD Graphics 610,Kaby Lake GT1,2016-08-30,PCIe 3.0 x1,System Shared,350 MHz,System Shared,96,12,2
Intel,HD Graphics 615,Kaby Lake GT2,2016-08-30,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,HD Graphics 620,Kaby Lake GT2,2016-08-30,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,HD Graphics 630,Kaby Lake GT2,2016-08-30,PCIe 3.0 x1,System Shared,350 MHz,System Shared,192,24,3
Intel,HD Graphics 630,Kaby Lake GT2,2016-08-30,PCIe 3.0 x1,System Shared,350 MHz,System Shared,192,24,3
Intel,HD Graphics P630,Kaby Lake GT2,2016-08-05,PCIe 3.0 x1,System Shared,350 MHz,System Shared,192,24,3
Intel,Iris Plus Graphics 640,Kaby Lake GT3e,2017-01-03,PCIe 3.0 x1,System Shared,300 MHz,System Shared,384,48,6
Intel,Iris Plus Graphics 650,Kaby Lake GT3e,2017-01-03,PCIe 3.0 x1,System Shared,300 MHz,System Shared,384,48,6
Intel,UHD Graphics 600,Gemini Lake GT1,2017-12-11,PCIe 3.0 x1,System Shared,200 MHz,System Shared,96,12,2
Intel,UHD Graphics 605,Gemini Lake GT1.5,2017-12-11,PCIe 3.0 x1,System Shared,200 MHz,System Shared,144,18,3
Intel,UHD Graphics 620,Kaby Lake GT2,2017-09-01,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,UHD Graphics 630,Coffee Lake GT2,2017-09-01,PCIe 3.0 x1,System Shared,350 MHz,System Shared,192,24,3
Intel,UHD Graphics 630,Coffee Lake GT2,2017-09-01,PCIe 3.0 x1,System Shared,350 MHz,System Shared,184,23,3
Intel,Iris Plus Graphics 655,Coffee Lake GT3e,2018-04-03,PCIe 3.0 x1,System Shared,300 MHz,System Shared,384,48,6
Intel,UHD Graphics 610,Coffee Lake GT1,2018-04-03,PCIe 3.0 x1,System Shared,350 MHz,System Shared,96,12,2
Intel,UHD Graphics 610,Coffee Lake GT1,2018-04-03,PCIe 3.0 x1,System Shared,350 MHz,System Shared,96,12,2
Intel,UHD Graphics 610,Coffee Lake GT1,2018-04-03,PCIe 3.0 x1,System Shared,350 MHz,System Shared,96,12,2
Intel,UHD Graphics 615,Amber Lake GT2,2018-11-07,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,UHD Graphics 617,Amber Lake GT2,2018-11-07,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,UHD Graphics 620,Whiskey Lake GT2,2018-08-28,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,UHD Graphics 620,Kaby Lake GT2,2018-05-15,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,UHD Graphics 630,Coffee Lake GT2,2018-04-03,PCIe 3.0 x1,System Shared,350 MHz,System Shared,192,24,3
Intel,UHD Graphics P630,Coffee Lake GT2,2018-05-24,PCIe 3.0 x1,System Shared,350 MHz,System Shared,192,24,3
Intel,Iris Plus Graphics,Ice Lake GT2,Unknown,PCIe 3.0 x1,System Shared,400 MHz,System Shared,512,32,8
Intel,Iris Plus Graphics 645,Coffee Lake GT3e,2019-10-07,PCIe 3.0 x1,System Shared,300 MHz,System Shared,384,48,6
Intel,Iris Plus Graphics 930,Ice Lake GT2,Unknown,PCIe 3.0 x1,System Shared,400 MHz,System Shared,512,32,8
Intel,Iris Plus Graphics 930,Ice Lake GT2,Unknown,PCIe 3.0 x1,System Shared,400 MHz,System Shared,256,16,8
Intel,Iris Plus Graphics 940,Ice Lake GT2,Unknown,PCIe 3.0 x1,System Shared,400 MHz,System Shared,384,24,8
Intel,Iris Plus Graphics 950,Ice Lake GT2,Unknown,PCIe 3.0 x1,System Shared,400 MHz,System Shared,512,32,8
Intel,UHD Graphics,Ice Lake GT2,Unknown,PCIe 3.0 x1,System Shared,400 MHz,System Shared,512,32,8
Intel,UHD Graphics,Comet Lake GT2,2019-08-21,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,UHD Graphics,Comet Lake GT2,2019-08-21,PCIe 3.0 x1,System Shared,300 MHz,System Shared,192,24,3
Intel,UHD Graphics 910,Ice Lake GT2,Unknown,PCIe 3.0 x1,System Shared,400 MHz,System Shared,256,16,8
Intel,Xe Arctic Sound,Tigerlake,2020-05-31,PCIe 4.0 x16,"32 GB, HBM2e, 4096 bit",900 MHz,1200 MHz,4096,512,128
Intel,Xe DG1-SDV,Tigerlake,2020-05-31,PCIe 4.0 x16,"3 GB, GDDR6, 96 bit",900 MHz,1500 MHz,768,96,16
NVIDIA,GeForce2 GTS,NV15 A5,2000-04-26,AGP 4x,"32 MB, DDR, 128 bit",200 MHz,166 MHz,4,8,4
NVIDIA,GeForce2 GTS PRO,NV15 A5,2000-04-26,AGP 4x,"32 MB, DDR, 128 bit",200 MHz,200 MHz,4,8,4
NVIDIA,GeForce2 Go,NV11 B2,2000-11-11,AGP 4x,"64 MB, DDR, 64 bit",143 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 Go,NV11 B2,2000-11-11,AGP 4x,"64 MB, DDR, 128 bit",143 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 MX,NV11 A2,2000-06-28,AGP 4x,"32 MB, SDR, 128 bit",175 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 MX DH Pro TV,NV11 A2,2000-06-28,AGP 4x,"32 MB, SDR, 128 bit",175 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 MX DH Pro TV PCI,NV11 A2,2000-06-28,PCI,"32 MB, SDR, 128 bit",175 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 MX PCI,NV11 A2,2000-06-28,PCI,"32 MB, SDR, 32 bit",175 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 PRO,NV15 A5,2000-12-05,AGP 4x,"64 MB, DDR, 128 bit",200 MHz,200 MHz,4,8,4
NVIDIA,GeForce2 Ultra,NV15 A4,2000-08-14,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,230 MHz,4,8,4
NVIDIA,Quadro2 MXR,NV11 B2,2000-07-25,AGP 4x,"32 MB, SDR, 128 bit",200 MHz,183 MHz,2,4,4
NVIDIA,Quadro2 MXR Low Profile,NV11 B2,2000-07-25,AGP 4x,"32 MB, SDR, 128 bit",200 MHz,183 MHz,2,4,4
NVIDIA,Vanta LT,NV5 B5,2000-03-01,AGP 2x,"8 MB, SDR, 64 bit",105 MHz,100 MHz,2,2,2
NVIDIA,GeForce2 Go 100,NV11 B2,2001-02-06,AGP 4x,"16 MB, DDR, 32 bit",125 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 Go 200,NV11 B2,2001-02-06,AGP 4x,"32 MB, DDR, 64 bit",143 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 MX + nForce 220,Crush11,2001-06-04,AGP 4x,System Shared,175 MHz,System Shared,2,4,2
NVIDIA,GeForce2 MX + nForce 420,Crush11,2001-06-04,AGP 4x,System Shared,175 MHz,System Shared,2,4,2
NVIDIA,GeForce2 MX 200,NV11 B2,2001-03-03,AGP 4x,"32 MB, SDR, 64 bit",175 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 MX 200 LP,NV11 B3,2001-03-03,AGP 4x,"32 MB, SDR, 64 bit",175 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 MX 200 PCI,NV11 B2,2001-03-03,PCI,"64 MB, SDR, 64 bit",175 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 MX 400,NV11 B2,2001-03-03,AGP 4x,"32 MB, SDR, 128 bit",200 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 MX 400 PCI,NV11 B2,2001-03-03,PCI,"32 MB, DDR, 64 bit",200 MHz,166 MHz,2,4,2
NVIDIA,GeForce2 Ti,NV15 A5,2001-10-01,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,200 MHz,4,8,4
NVIDIA,GeForce3,NV20 A5,2001-02-27,AGP 4x,"64 MB, SDR, 128 bit",200 MHz,230 MHz,5,8,4
NVIDIA,GeForce3 Ti200,NV20 A5,2001-10-01,AGP 4x,"64 MB, DDR, 128 bit",175 MHz,200 MHz,5,8,4
NVIDIA,GeForce3 Ti500,NV20 A5,2001-10-01,AGP 4x,"64 MB, DDR, 128 bit",240 MHz,250 MHz,5,8,4
NVIDIA,Quadro DCC,NV20 A5,2001-05-14,AGP 4x,"64 MB, SDR, 128 bit",200 MHz,230 MHz,5,4,4
NVIDIA,Quadro2 Go,NV11 B3,2001-08-14,AGP 4x,"32 MB, DDR, 64 bit",143 MHz,181 MHz,2,2,2
NVIDIA,Quadro2 Pro,NV15 A4,2001-03-22,AGP 4x,"64 MB, DDR, 128 bit",200 MHz,250 MHz,4,4,4
NVIDIA,Xbox XGPU-B,NV2A,2001-11-15,AGP 4x,"64 MB, DDR, 128 bit",233 MHz,200 MHz,6,8,4
NVIDIA,Xbox XGPU-S,NV2A,2001-11-15,AGP 4x,"64 MB, DDR, 128 bit",233 MHz,200 MHz,6,8,4
NVIDIA,GeForce4 410 Go,NV17 A3,2002-02-06,AGP 4x,"16 MB, DDR, 64 bit",200 MHz,200 MHz,2,4,2
NVIDIA,GeForce4 420 Go,NV17 A5,2002-02-06,AGP 4x,"32 MB, DDR, 64 bit",200 MHz,200 MHz,2,4,2
NVIDIA,GeForce4 440 Go,NV17 A5,2002-02-06,AGP 4x,"64 MB, DDR, 128 bit",220 MHz,220 MHz,2,4,2
NVIDIA,GeForce4 448 Go,NV18 A4,2002-03-01,AGP 8x,"64 MB, DDR, 128 bit",200 MHz,200 MHz,2,4,2
NVIDIA,GeForce4 460 Go,NV17 A5,2002-10-14,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,2,4,2
NVIDIA,GeForce4 488 Go,NV18 A4,2002-03-01,AGP 8x,"64 MB, DDR, 128 bit",300 MHz,275 MHz,2,4,2
NVIDIA,GeForce4 Go 4200,NV28 A1,2002-11-14,AGP 8x,"64 MB, DDR, 64 bit",200 MHz,200 MHz,6,8,4
NVIDIA,GeForce4 MX + nForce2,Crush17,2002-10-01,AGP 4x,System Shared,200 MHz,System Shared,2,4,2
NVIDIA,GeForce4 MX 420,NV17 A3,2002-02-06,AGP 4x,"64 MB, SDR, 64 bit",250 MHz,166 MHz,2,4,2
NVIDIA,GeForce4 MX 420 PCI,NV17 A3,2002-02-06,PCI,"64 MB, SDR, 64 bit",250 MHz,166 MHz,2,4,2
NVIDIA,GeForce4 MX 440,NV17 A3,2002-02-06,AGP 4x,"64 MB, DDR, 128 bit",275 MHz,200 MHz,2,4,2
NVIDIA,GeForce4 MX 440 Mac Edition,NV17 A5,2002-02-06,AGP 4x,"64 MB, DDR, 128 bit",275 MHz,200 MHz,2,4,2
NVIDIA,GeForce4 MX 440-8x,NV18 A2,2002-09-25,AGP 8x,"32 MB, DDR, 32 bit",275 MHz,250 MHz,2,4,2
NVIDIA,GeForce4 MX 440-8x,NV18 A4,2002-09-25,AGP 8x,"64 MB, DDR, 128 bit",275 MHz,250 MHz,2,4,2
NVIDIA,GeForce4 MX 440-SE,NV17 A3,2002-02-06,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,166 MHz,2,4,2
NVIDIA,GeForce4 MX 440-SE,NV18 A2,2002-02-06,AGP 8x,"64 MB, DDR, 64 bit",250 MHz,200 MHz,2,4,2
NVIDIA,GeForce4 MX 440-SE,NV17 A5,2002-02-06,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,166 MHz,2,4,2
NVIDIA,GeForce4 MX 460,NV17 A3,2002-02-06,AGP 4x,"64 MB, DDR, 128 bit",300 MHz,225 MHz,2,4,2
NVIDIA,GeForce4 Ti 4200,NV25 A3,2002-02-06,AGP 4x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,6,8,4
NVIDIA,GeForce4 Ti 4200,NV25 A2,2002-02-06,AGP 4x,"64 MB, DDR, 64 bit",250 MHz,250 MHz,6,8,4
NVIDIA,GeForce4 Ti 4200-8X,NV28 A2,2002-02-06,AGP 8x,"64 MB, SDR, 128 bit",250 MHz,250 MHz,6,8,4
NVIDIA,GeForce4 Ti 4200-8X,NV28 A1,2002-02-06,AGP 8x,"64 MB, SDR, 128 bit",250 MHz,250 MHz,6,8,4
NVIDIA,GeForce4 Ti 4400,NV25 A2,2002-02-06,AGP 4x,"128 MB, DDR, 128 bit",275 MHz,275 MHz,6,8,4
NVIDIA,GeForce4 Ti 4600,NV25 A3,2002-02-06,AGP 4x,"128 MB, DDR, 128 bit",300 MHz,324 MHz,6,8,4
NVIDIA,Quadro4 380 XGL,NV18 A4,2002-11-12,AGP 8x,"128 MB, DDR, 128 bit",275 MHz,256 MHz,2,4,4
NVIDIA,Quadro4 500 Go GL,NV17 A4,2002-04-23,AGP 4x,"64 MB, SDR, 128 bit",220 MHz,220 MHz,2,4,2
NVIDIA,Quadro4 500 XGL,NV17 A3,2002-02-19,AGP 4x,"128 MB, SDR, 128 bit",250 MHz,166 MHz,2,4,4
NVIDIA,Quadro4 550 XGL,NV17 A3,2002-02-19,AGP 4x,"64 MB, DDR, 128 bit",270 MHz,200 MHz,2,4,4
NVIDIA,Quadro4 580 XGL,NV18 A4,2002-11-12,AGP 8x,"64 MB, DDR, 128 bit",300 MHz,200 MHz,2,4,4
NVIDIA,Quadro4 700 XGL,NV25 A2,2002-02-19,AGP 4x,"64 MB, DDR, 128 bit",275 MHz,225 MHz,6,8,8
NVIDIA,Quadro4 750 XGL,NV25 A2,2002-02-19,AGP 4x,"128 MB, DDR, 128 bit",275 MHz,225 MHz,6,8,8
NVIDIA,Quadro4 900 XGL,NV25 A2,2002-02-19,AGP 4x,"128 MB, DDR, 128 bit",300 MHz,325 MHz,6,8,8
NVIDIA,Quadro4 980 XGL,NV28 A2,2002-11-12,AGP 8x,"128 MB, DDR, 128 bit",300 MHz,325 MHz,6,8,8
NVIDIA,GeForce 6200 AGP,NV18 C1,2003-12-14,AGP 8x,"128 MB, DDR, 64 bit",230 MHz,66 MHz,2,4,2
NVIDIA,GeForce FX 5100,NV34 A1,2003-03-06,AGP 8x,"64 MB, DDR, 64 bit",200 MHz,166 MHz,6,4,4
NVIDIA,GeForce FX 5200,NV34 A2,2003-03-06,AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,5,4,4
NVIDIA,GeForce FX 5200,NV18 C1,2003-03-06,AGP 8x,"128 MB, DDR, 128 bit",250 MHz,200 MHz,2,4,2
NVIDIA,GeForce FX 5200 LE,NV34 A2,2003-03-17,AGP 8x,"128 MB, DDR, 64 bit",250 MHz,166 MHz,5,4,4
NVIDIA,GeForce FX 5200 PCI,NV34 B1,2003-03-06,PCI,"256 MB, DDR, 128 bit",250 MHz,200 MHz,6,4,4
NVIDIA,GeForce FX 5200 Rev. 2,NV34 B1,2003-03-06,AGP 8x,"128 MB, DDR, 64 bit",250 MHz,200 MHz,5,4,4
NVIDIA,GeForce FX 5200 Ultra,NV34 A2,2003-03-06,AGP 8x,"128 MB, DDR, 128 bit",325 MHz,325 MHz,5,4,4
NVIDIA,GeForce FX 5200 Ultra Mac Edition,NV34 A2,2003-03-06,AGP Pro 8x,"128 MB, DDR, 128 bit",325 MHz,325 MHz,5,4,4
NVIDIA,GeForce FX 5600,NV31,2003-03-06,AGP 8x,"128 MB, DDR, 128 bit",325 MHz,250 MHz,5,4,4
NVIDIA,GeForce FX 5600 Ultra,NV31,2003-03-17,AGP 8x,"128 MB, DDR, 128 bit",400 MHz,400 MHz,5,4,4
NVIDIA,GeForce FX 5600 XT,NV31,2003-03-17,AGP 8x,"128 MB, DDR, 128 bit",235 MHz,200 MHz,6,4,4
NVIDIA,GeForce FX 5600 XT PCI,NV31,2003-03-17,PCI,"64 MB, DDR, 128 bit",235 MHz,200 MHz,6,4,4
NVIDIA,GeForce FX 5700,NV36,2003-10-23,AGP 8x,"128 MB, DDR, 256 bit",425 MHz,250 MHz,7,4,4
NVIDIA,GeForce FX 5700 Ultra,NV36,2003-10-23,AGP 8x,"128 MB, GDDR2, 128 bit",475 MHz,453 MHz,7,4,4
NVIDIA,GeForce FX 5800,NV30,2003-03-06,AGP 8x,"128 MB, DDR, 128 bit",400 MHz,400 MHz,6,8,4
NVIDIA,GeForce FX 5800 Ultra,NV30,2003-03-06,AGP 8x,"128 MB, GDDR2, 128 bit",500 MHz,500 MHz,6,8,4
NVIDIA,GeForce FX 5900,NV35,2003-05-12,AGP 8x,"128 MB, DDR, 256 bit",400 MHz,425 MHz,7,8,4
NVIDIA,GeForce FX 5900 Ultra,NV35,2003-10-23,AGP 8x,"256 MB, DDR, 256 bit",450 MHz,425 MHz,7,8,4
NVIDIA,GeForce FX 5900 XT,NV35,2003-05-12,AGP 8x,"128 MB, DDR, 256 bit",400 MHz,350 MHz,7,8,4
NVIDIA,GeForce FX 5900 ZT,NV35,2003-05-12,AGP 8x,"128 MB, DDR, 256 bit",325 MHz,350 MHz,7,8,4
NVIDIA,GeForce FX 5950 Ultra,NV38,2003-10-23,AGP 8x,"256 MB, DDR, 256 bit",475 MHz,475 MHz,7,8,4
NVIDIA,GeForce FX Go5100,NV34 A1,2003-03-01,AGP 8x,"32 MB, DDR, 64 bit",200 MHz,200 MHz,7,4,4
NVIDIA,GeForce FX Go5200,NV34 A3,2003-03-01,AGP 8x,"32 MB, DDR, 128 bit",200 MHz,200 MHz,7,4,4
NVIDIA,GeForce FX Go5200,NV34 B1,2003-03-01,AGP 8x,"32 MB, DDR, 128 bit",200 MHz,200 MHz,7,4,4
NVIDIA,GeForce FX Go5200 32M,NV34 A3,2003-03-01,AGP 8x,"32 MB, DDR, 64 bit",200 MHz,200 MHz,7,4,4
NVIDIA,GeForce FX Go5200 64M,NV34 B1,2003-03-01,AGP 8x,"64 MB, DDR, 128 bit",250 MHz,250 MHz,7,4,4
NVIDIA,GeForce FX Go5200 NPB 32M,NV34 B1,2003-03-01,AGP 8x,"32 MB, DDR, 64 bit",200 MHz,200 MHz,7,4,4
